epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
177,14845.1,0.67432,0.46494,0.87883,0.96753,0.97034,0.9862,0.79146,0.71743,0.41665,0.85759,0.0011411,0.0011411,0.0011411
178,14930.5,0.70926,0.48897,0.87818,0.97563,0.95257,0.98696,0.80382,0.70379,0.4242,0.85673,0.00114048,0.00114048,0.00114048
179,15015.8,0.67209,0.46268,0.87041,0.97703,0.95755,0.98702,0.80211,0.70373,0.42007,0.85627,0.00113986,0.00113986,0.00113986
180,15100.9,0.66584,0.46465,0.87468,0.94793,0.96964,0.98668,0.80413,0.71828,0.42351,0.85382,0.00113924,0.00113924,0.00113924
181,15185.3,0.69801,0.46694,0.87906,0.96413,0.93936,0.98654,0.80164,0.7112,0.42884,0.85231,0.00113863,0.00113863,0.00113863
182,15270.1,0.72487,0.48419,0.87954,0.96475,0.95574,0.98775,0.7774,0.77119,0.43512,0.86975,0.00113801,0.00113801,0.00113801
183,15355.3,0.71999,0.46661,0.88057,0.98191,0.96346,0.98881,0.78075,0.76542,0.4192,0.8793,0.00113739,0.00113739,0.00113739
184,15440.3,0.69634,0.47343,0.87903,0.95991,0.94575,0.97208,0.79128,0.737,0.41132,0.85306,0.00113677,0.00113677,0.00113677
185,15525.1,0.66719,0.46016,0.87241,0.95807,0.96698,0.98804,0.81721,0.68381,0.40003,0.84653,0.00113615,0.00113615,0.00113615
186,15609.7,0.69878,0.4894,0.87523,0.96679,0.96899,0.98806,0.81205,0.69679,0.39224,0.84863,0.00113553,0.00113553,0.00113553
187,15694.3,0.65225,0.4546,0.87586,0.98128,0.96934,0.98974,0.80907,0.69651,0.3985,0.84937,0.00113491,0.00113491,0.00113491
188,15779,0.69712,0.4715,0.88204,0.96874,0.97202,0.9891,0.80694,0.7116,0.40187,0.85299,0.00113429,0.00113429,0.00113429
189,15863.8,0.67032,0.45722,0.87525,0.94517,0.97422,0.99007,0.80836,0.71991,0.4117,0.85518,0.00113368,0.00113368,0.00113368
190,15949.1,0.67578,0.45881,0.87256,0.94183,0.97406,0.98794,0.80109,0.72797,0.40586,0.85639,0.00113306,0.00113306,0.00113306
191,16034.8,0.64693,0.43917,0.87329,0.94969,0.97824,0.98675,0.80477,0.71701,0.4011,0.85957,0.00113244,0.00113244,0.00113244
192,16119.9,0.65456,0.43898,0.86674,0.96931,0.97877,0.98703,0.80695,0.70597,0.39349,0.85735,0.00113182,0.00113182,0.00113182
193,16204.9,0.68633,0.44708,0.88752,0.963,0.97896,0.98923,0.79643,0.71896,0.39734,0.85858,0.0011312,0.0011312,0.0011312
194,16290.6,0.64361,0.45376,0.87338,0.97218,0.96226,0.98344,0.8105,0.6991,0.4103,0.85366,0.00113058,0.00113058,0.00113058
195,16376.1,0.69856,0.46103,0.88395,0.9724,0.96598,0.98445,0.80648,0.71673,0.41758,0.85404,0.00112996,0.00112996,0.00112996
196,16461.6,0.67618,0.45051,0.8694,0.94607,0.97406,0.9813,0.7896,0.7252,0.4163,0.86056,0.00112934,0.00112934,0.00112934
197,16546.9,0.67423,0.4636,0.88062,0.95448,0.97402,0.98547,0.78844,0.74757,0.42396,0.86474,0.00112873,0.00112873,0.00112873
198,16632.7,0.62849,0.43615,0.85674,0.96153,0.98144,0.98368,0.77933,0.75592,0.42806,0.87655,0.00112811,0.00112811,0.00112811
199,16717.8,0.6653,0.4467,0.86743,0.95587,0.95593,0.98368,0.78426,0.75319,0.42717,0.86395,0.00112749,0.00112749,0.00112749
200,16804,0.67273,0.45849,0.87357,0.96774,0.95755,0.98315,0.80871,0.71289,0.40781,0.8487,0.00112687,0.00112687,0.00112687
201,16889,0.66278,0.44944,0.88306,0.94618,0.96226,0.98228,0.78126,0.75213,0.42247,0.85322,0.00112625,0.00112625,0.00112625
202,16974.2,0.65071,0.4456,0.86725,0.94338,0.96361,0.98416,0.80267,0.72959,0.4193,0.85684,0.00112563,0.00112563,0.00112563
203,17059.6,0.65561,0.46496,0.86404,0.95977,0.96027,0.98568,0.79944,0.72939,0.4228,0.85976,0.00112501,0.00112501,0.00112501
204,17144.8,0.70367,0.45607,0.88194,0.94629,0.97121,0.98354,0.7879,0.72593,0.42359,0.8592,0.00112439,0.00112439,0.00112439
205,17230,0.67402,0.44367,0.86101,0.95137,0.97359,0.98595,0.7988,0.72459,0.42536,0.85746,0.00112378,0.00112378,0.00112378
206,17314.9,0.67527,0.45099,0.87306,0.96027,0.97406,0.98592,0.81006,0.71509,0.4055,0.85541,0.00112316,0.00112316,0.00112316
207,17400.5,0.65831,0.43202,0.85548,0.96521,0.97642,0.98535,0.80494,0.71318,0.40835,0.85114,0.00112254,0.00112254,0.00112254
208,17485.6,0.6474,0.45932,0.87935,0.96176,0.95745,0.98495,0.80137,0.69996,0.40227,0.85355,0.00112192,0.00112192,0.00112192
209,17570.8,0.65789,0.4388,0.86852,0.95407,0.97935,0.98719,0.81123,0.70052,0.41088,0.85828,0.0011213,0.0011213,0.0011213
210,17656.2,0.64649,0.43646,0.87258,0.94823,0.9717,0.98732,0.81324,0.69923,0.41302,0.85342,0.00112068,0.00112068,0.00112068
211,17741.8,0.64444,0.44253,0.86877,0.95256,0.96226,0.98183,0.80546,0.7137,0.40196,0.85001,0.00112006,0.00112006,0.00112006
212,17829.8,0.63016,0.42172,0.85284,0.96005,0.96367,0.98659,0.81682,0.69167,0.40414,0.84496,0.00111944,0.00111944,0.00111944
213,17916,0.66625,0.44034,0.87298,0.95103,0.95991,0.98024,0.81131,0.69133,0.39884,0.84627,0.00111882,0.00111882,0.00111882
214,18002.1,0.6461,0.43421,0.86292,0.96435,0.95306,0.9845,0.81354,0.69607,0.40682,0.85088,0.00111821,0.00111821,0.00111821
215,18088.6,0.66545,0.45857,0.87646,0.94648,0.96698,0.98037,0.79453,0.72082,0.42783,0.85461,0.00111759,0.00111759,0.00111759
216,18176.2,0.65942,0.43504,0.86393,0.9414,0.95382,0.98424,0.79482,0.72115,0.44723,0.85821,0.00111697,0.00111697,0.00111697
217,18266,0.65699,0.43933,0.88046,0.94317,0.9656,0.98233,0.79499,0.71531,0.43911,0.8531,0.00111635,0.00111635,0.00111635
218,18354.1,0.65627,0.42809,0.86461,0.95193,0.96416,0.98241,0.79334,0.70205,0.42339,0.85756,0.00111573,0.00111573,0.00111573
219,18441.5,0.64483,0.42928,0.8669,0.96999,0.9717,0.98488,0.80389,0.70119,0.40111,0.85814,0.00111511,0.00111511,0.00111511
220,18531.2,0.67049,0.4619,0.88209,0.94401,0.98726,0.98469,0.80393,0.71843,0.39554,0.86303,0.00111449,0.00111449,0.00111449
