epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
180,295.286,0.62228,0.42492,0.84619,0.97912,0.97938,0.99071,0.82284,0.6952,0.38418,0.84124,0.000806975,0.000806975,0.000806975
181,296.918,0.62382,0.41661,0.85622,0.97203,0.97422,0.99063,0.81932,0.70245,0.37947,0.84067,0.0008045,0.0008045,0.0008045
182,298.602,0.63018,0.43269,0.85963,0.95803,0.97165,0.98239,0.81408,0.71478,0.39063,0.84137,0.000802025,0.000802025,0.000802025
183,300.175,0.68203,0.44299,0.86522,0.95422,0.98339,0.98961,0.82132,0.68866,0.38095,0.83833,0.00079955,0.00079955,0.00079955
184,301.795,0.63086,0.4232,0.85583,0.96104,0.97836,0.98657,0.81603,0.70012,0.38059,0.83794,0.000797075,0.000797075,0.000797075
185,303.403,0.65535,0.42836,0.8617,0.96843,0.97682,0.98756,0.80272,0.72715,0.39797,0.84247,0.0007946,0.0007946,0.0007946
186,305.001,0.62375,0.41884,0.85618,0.97519,0.95087,0.978,0.8127,0.68927,0.3985,0.83697,0.000792125,0.000792125,0.000792125
187,306.634,0.62597,0.42231,0.86107,0.96781,0.9809,0.98627,0.81366,0.69795,0.38418,0.83862,0.00078965,0.00078965,0.00078965
188,308.23,0.63952,0.43406,0.86163,0.97905,0.97571,0.98751,0.80473,0.70293,0.38232,0.84106,0.000787175,0.000787175,0.000787175
189,309.868,0.6348,0.43638,0.85487,0.9771,0.97594,0.98779,0.7996,0.69823,0.37951,0.84038,0.0007847,0.0007847,0.0007847
190,311.457,0.64341,0.42439,0.8558,0.97516,0.96853,0.98647,0.79725,0.7149,0.38763,0.84386,0.000782225,0.000782225,0.000782225
191,313.095,0.61948,0.41946,0.86095,0.97831,0.97165,0.98851,0.81108,0.70851,0.38037,0.8408,0.00077975,0.00077975,0.00077975
192,314.756,0.64465,0.44049,0.86411,0.98137,0.96865,0.98903,0.80485,0.71006,0.38077,0.8396,0.000777275,0.000777275,0.000777275
193,316.371,0.62414,0.42107,0.84575,0.98353,0.96393,0.99026,0.81498,0.71951,0.39126,0.8402,0.0007748,0.0007748,0.0007748
194,318.031,0.63318,0.44427,0.85766,0.9759,0.96431,0.99103,0.81818,0.71811,0.3932,0.83662,0.000772325,0.000772325,0.000772325
195,319.704,0.63773,0.43785,0.86173,0.96891,0.97241,0.99168,0.81976,0.70652,0.38727,0.83927,0.00076985,0.00076985,0.00076985
196,321.353,0.61249,0.42377,0.8571,0.96383,0.98145,0.99177,0.82454,0.71762,0.39642,0.84457,0.000767375,0.000767375,0.000767375
197,322.963,0.61711,0.42197,0.84874,0.95322,0.97662,0.99154,0.80274,0.76024,0.40658,0.85482,0.0007649,0.0007649,0.0007649
198,324.586,0.64891,0.43437,0.87162,0.95605,0.97224,0.98803,0.80747,0.7258,0.39508,0.85246,0.000762425,0.000762425,0.000762425
199,326.19,0.61509,0.42724,0.85773,0.96779,0.97503,0.98609,0.80083,0.72924,0.39177,0.85197,0.00075995,0.00075995,0.00075995
200,327.854,0.6512,0.42899,0.86017,0.96989,0.96392,0.99154,0.80286,0.71568,0.39239,0.85063,0.000757475,0.000757475,0.000757475
201,329.511,0.59498,0.40675,0.84471,0.96443,0.9696,0.9885,0.80251,0.72407,0.38635,0.85284,0.000755,0.000755,0.000755
202,331.186,0.61795,0.40897,0.84729,0.96008,0.97216,0.98877,0.80253,0.72322,0.37733,0.85132,0.000752525,0.000752525,0.000752525
203,332.838,0.63841,0.42606,0.85645,0.96589,0.97168,0.99167,0.81692,0.71138,0.36994,0.85121,0.00075005,0.00075005,0.00075005
204,334.487,0.63981,0.42242,0.86328,0.97518,0.9856,0.99074,0.81359,0.71444,0.37063,0.84868,0.000747575,0.000747575,0.000747575
205,336.067,0.5949,0.40402,0.83802,0.97494,0.98891,0.99097,0.81145,0.7136,0.36989,0.8451,0.0007451,0.0007451,0.0007451
206,337.732,0.60798,0.41786,0.84201,0.98205,0.98107,0.99105,0.82595,0.70785,0.37281,0.8382,0.000742625,0.000742625,0.000742625
207,339.404,0.61045,0.40824,0.84981,0.97984,0.97704,0.99114,0.82382,0.69868,0.36689,0.83433,0.00074015,0.00074015,0.00074015
208,341.139,0.61088,0.41741,0.85094,0.96582,0.9768,0.9913,0.82121,0.70554,0.36472,0.83686,0.000737675,0.000737675,0.000737675
209,342.735,0.63409,0.42532,0.86112,0.96341,0.97572,0.99066,0.82495,0.69536,0.37275,0.83483,0.0007352,0.0007352,0.0007352
210,344.336,0.6172,0.41179,0.85661,0.98593,0.97046,0.98871,0.82826,0.68578,0.37155,0.83362,0.000732725,0.000732725,0.000732725
211,346.002,0.61696,0.41312,0.85612,0.96315,0.98966,0.9899,0.82462,0.70322,0.37769,0.83926,0.00073025,0.00073025,0.00073025
212,347.696,0.6368,0.41679,0.84114,0.95737,0.98612,0.98735,0.82452,0.68943,0.37111,0.84331,0.000727775,0.000727775,0.000727775
213,349.309,0.61485,0.41939,0.86062,0.97082,0.96304,0.9875,0.8242,0.69442,0.37419,0.8465,0.0007253,0.0007253,0.0007253
214,350.983,0.62238,0.42885,0.85745,0.9777,0.96321,0.98795,0.8106,0.71687,0.38656,0.84962,0.000722825,0.000722825,0.000722825
215,352.623,0.60419,0.40655,0.85606,0.96189,0.97392,0.98892,0.81569,0.69386,0.36226,0.84103,0.00072035,0.00072035,0.00072035
216,354.262,0.60678,0.40293,0.85328,0.96055,0.9768,0.9863,0.82058,0.7043,0.36965,0.83959,0.000717875,0.000717875,0.000717875
217,355.946,0.60491,0.40733,0.8415,0.96907,0.968,0.98699,0.81675,0.70886,0.37183,0.84066,0.0007154,0.0007154,0.0007154
218,357.579,0.60077,0.40505,0.8382,0.96509,0.96907,0.98649,0.81247,0.70588,0.37059,0.83808,0.000712925,0.000712925,0.000712925
219,359.253,0.58741,0.40568,0.84736,0.97304,0.96628,0.98628,0.80917,0.70674,0.36887,0.83433,0.00071045,0.00071045,0.00071045
220,360.905,0.62081,0.40111,0.85217,0.95117,0.98454,0.98764,0.81303,0.7106,0.37944,0.83588,0.000707975,0.000707975,0.000707975
221,362.567,0.62035,0.40853,0.85348,0.94664,0.98104,0.98645,0.81266,0.72711,0.39014,0.83934,0.0007055,0.0007055,0.0007055
222,364.199,0.63216,0.41794,0.8473,0.9545,0.98196,0.98918,0.81146,0.72899,0.38151,0.84462,0.000703025,0.000703025,0.000703025
223,365.922,0.62925,0.44001,0.86137,0.96022,0.9815,0.99211,0.81156,0.71591,0.38833,0.84464,0.00070055,0.00070055,0.00070055
224,367.577,0.64253,0.41984,0.8538,0.97904,0.97475,0.99235,0.81704,0.70164,0.37821,0.84034,0.000698075,0.000698075,0.000698075
225,369.213,0.61917,0.41333,0.84574,0.97256,0.9768,0.9907,0.81723,0.70342,0.37194,0.83801,0.0006956,0.0006956,0.0006956
226,370.926,0.62768,0.42771,0.84801,0.98131,0.97717,0.99044,0.82126,0.69732,0.37287,0.83899,0.000693125,0.000693125,0.000693125
227,372.558,0.60925,0.40078,0.84816,0.97885,0.97807,0.98976,0.81836,0.69947,0.36849,0.83821,0.00069065,0.00069065,0.00069065
228,374.216,0.59645,0.39657,0.85622,0.97321,0.98182,0.99166,0.81404,0.69996,0.36372,0.84206,0.000688175,0.000688175,0.000688175
229,375.837,0.60809,0.40874,0.8576,0.97524,0.98497,0.99197,0.82715,0.69117,0.35816,0.8409,0.0006857,0.0006857,0.0006857
230,377.499,0.60982,0.40367,0.84942,0.97756,0.98198,0.99075,0.82965,0.69352,0.35926,0.84466,0.000683225,0.000683225,0.000683225
231,379.183,0.62077,0.40443,0.84256,0.98957,0.97303,0.99244,0.81713,0.70763,0.36895,0.84866,0.00068075,0.00068075,0.00068075
232,380.832,0.59502,0.39398,0.84944,0.9853,0.97165,0.99086,0.81409,0.70144,0.36799,0.84541,0.000678275,0.000678275,0.000678275
233,382.467,0.59733,0.3957,0.84798,0.97997,0.97727,0.99066,0.82014,0.69646,0.36068,0.84342,0.0006758,0.0006758,0.0006758
234,384.12,0.59195,0.41188,0.84681,0.98754,0.97583,0.99005,0.81878,0.69607,0.36324,0.84012,0.000673325,0.000673325,0.000673325
235,385.747,0.59213,0.40484,0.84545,0.9811,0.9768,0.99033,0.81308,0.70774,0.37316,0.84089,0.00067085,0.00067085,0.00067085
236,387.453,0.57452,0.40378,0.84411,0.98222,0.9765,0.99018,0.80976,0.68419,0.36546,0.83625,0.000668375,0.000668375,0.000668375
237,389.115,0.61594,0.3956,0.84918,0.98393,0.97423,0.99037,0.80257,0.70592,0.3697,0.83856,0.0006659,0.0006659,0.0006659
238,390.773,0.62631,0.40873,0.84189,0.98471,0.97423,0.989,0.81563,0.70065,0.35776,0.83767,0.000663425,0.000663425,0.000663425
239,392.473,0.57602,0.41177,0.85651,0.98072,0.97294,0.991,0.8256,0.66918,0.34976,0.83107,0.00066095,0.00066095,0.00066095
240,394.151,0.593,0.39686,0.83832,0.98205,0.9736,0.9891,0.82764,0.68184,0.36218,0.83536,0.000658475,0.000658475,0.000658475
241,395.84,0.58475,0.39841,0.8531,0.98064,0.98196,0.9911,0.83259,0.68088,0.36225,0.83367,0.000656,0.000656,0.000656
242,397.435,0.58517,0.4004,0.84467,0.97237,0.9768,0.9914,0.82444,0.68256,0.35649,0.83306,0.000653525,0.000653525,0.000653525
243,399.063,0.62437,0.40141,0.8596,0.95931,0.9815,0.99159,0.81855,0.69128,0.35911,0.83252,0.00065105,0.00065105,0.00065105
244,400.714,0.61893,0.3997,0.84936,0.97288,0.96856,0.98867,0.80996,0.71846,0.36565,0.83865,0.000648575,0.000648575,0.000648575
245,402.333,0.59269,0.38697,0.84095,0.97525,0.97444,0.98859,0.82084,0.6935,0.35678,0.83508,0.0006461,0.0006461,0.0006461
246,403.973,0.58066,0.41217,0.83975,0.97856,0.97499,0.9896,0.82251,0.68712,0.35384,0.8364,0.000643625,0.000643625,0.000643625
247,405.64,0.5781,0.38458,0.84087,0.97904,0.97423,0.98798,0.82285,0.67798,0.35507,0.83605,0.00064115,0.00064115,0.00064115
248,407.285,0.59286,0.405,0.84648,0.9709,0.97423,0.98861,0.82401,0.68009,0.36772,0.83268,0.000638675,0.000638675,0.000638675
249,408.916,0.60205,0.40383,0.84958,0.97494,0.97738,0.98766,0.82463,0.68553,0.36427,0.83235,0.0006362,0.0006362,0.0006362
250,410.593,0.59971,0.39674,0.84121,0.97613,0.96758,0.98697,0.81115,0.71116,0.36601,0.83388,0.000633725,0.000633725,0.000633725
251,412.369,0.55247,0.38347,0.83231,0.97656,0.97398,0.99173,0.81902,0.70762,0.3624,0.83618,0.00063125,0.00063125,0.00063125
252,414.094,0.597,0.38954,0.8476,0.96834,0.99021,0.99069,0.8301,0.69861,0.35085,0.83462,0.000628775,0.000628775,0.000628775
253,415.814,0.58269,0.38925,0.84687,0.97896,0.98027,0.99006,0.82821,0.69197,0.35601,0.8329,0.0006263,0.0006263,0.0006263
254,417.457,0.55328,0.38834,0.84112,0.97568,0.98711,0.98982,0.82589,0.68035,0.35944,0.83149,0.000623825,0.000623825,0.000623825
255,419.144,0.5817,0.39813,0.84581,0.97506,0.98093,0.9906,0.81494,0.6916,0.36669,0.8352,0.00062135,0.00062135,0.00062135
256,420.811,0.57963,0.39021,0.84423,0.96794,0.98121,0.98907,0.82801,0.66733,0.36341,0.8306,0.000618875,0.000618875,0.000618875
257,422.49,0.58104,0.3968,0.84074,0.96655,0.98028,0.98975,0.83048,0.67731,0.36191,0.82909,0.0006164,0.0006164,0.0006164
258,424.113,0.57262,0.39037,0.83632,0.97278,0.97721,0.98941,0.83101,0.67518,0.35711,0.82706,0.000613925,0.000613925,0.000613925
259,425.794,0.57308,0.39483,0.84253,0.97455,0.97199,0.98963,0.83012,0.6773,0.3562,0.82689,0.00061145,0.00061145,0.00061145
260,427.426,0.6109,0.40275,0.84873,0.9736,0.96735,0.98652,0.82685,0.68453,0.35708,0.83077,0.000608975,0.000608975,0.000608975
261,429.034,0.58259,0.39471,0.83871,0.9759,0.96831,0.98612,0.83049,0.68969,0.35859,0.83296,0.0006065,0.0006065,0.0006065
262,430.735,0.56187,0.38429,0.84197,0.98062,0.97165,0.98838,0.82787,0.67386,0.35115,0.83091,0.000604025,0.000604025,0.000604025
263,432.447,0.57139,0.38523,0.84766,0.97238,0.98428,0.98855,0.82295,0.6823,0.35229,0.83062,0.00060155,0.00060155,0.00060155
264,434.099,0.55001,0.39103,0.83778,0.97594,0.98361,0.99116,0.82636,0.68717,0.34884,0.83236,0.000599075,0.000599075,0.000599075
265,435.845,0.56074,0.3767,0.84426,0.97897,0.98437,0.9912,0.8208,0.70029,0.35745,0.83233,0.0005966,0.0005966,0.0005966
266,437.535,0.58095,0.39181,0.84442,0.97263,0.98534,0.9906,0.82391,0.67551,0.35531,0.83141,0.000594125,0.000594125,0.000594125
267,439.169,0.57322,0.38515,0.83743,0.98082,0.98491,0.99048,0.82293,0.6926,0.36657,0.838,0.00059165,0.00059165,0.00059165
268,440.8,0.57509,0.39077,0.84723,0.98235,0.98097,0.99036,0.83021,0.67907,0.36294,0.83616,0.000589175,0.000589175,0.000589175
269,442.5,0.58593,0.39984,0.83811,0.98124,0.97968,0.99067,0.82421,0.67759,0.3535,0.83199,0.0005867,0.0005867,0.0005867
270,444.166,0.56149,0.37991,0.8267,0.97306,0.97503,0.98651,0.81292,0.69021,0.3519,0.83027,0.000584225,0.000584225,0.000584225
271,445.804,0.5763,0.38406,0.84004,0.98264,0.97938,0.99031,0.8245,0.68571,0.34898,0.82793,0.00058175,0.00058175,0.00058175
272,447.458,0.58287,0.38582,0.83591,0.97666,0.98196,0.99218,0.82269,0.67054,0.35504,0.82608,0.000579275,0.000579275,0.000579275
273,449.076,0.55167,0.37828,0.83945,0.97215,0.97986,0.99231,0.82452,0.66852,0.35303,0.82554,0.0005768,0.0005768,0.0005768
274,450.657,0.59608,0.39264,0.85149,0.96933,0.98049,0.98774,0.82194,0.66951,0.36303,0.82856,0.000574325,0.000574325,0.000574325
275,452.281,0.55755,0.36544,0.84295,0.95981,0.97224,0.98947,0.8126,0.68596,0.37242,0.83161,0.00057185,0.00057185,0.00057185
276,453.92,0.56453,0.38524,0.848,0.96772,0.97938,0.99191,0.81927,0.69806,0.35953,0.83185,0.000569375,0.000569375,0.000569375
277,455.492,0.59944,0.38661,0.8394,0.97189,0.98196,0.99029,0.82817,0.68429,0.3626,0.82845,0.0005669,0.0005669,0.0005669
278,457.188,0.58675,0.39358,0.85206,0.97131,0.97611,0.98983,0.81991,0.68304,0.3616,0.82867,0.000564425,0.000564425,0.000564425
279,458.806,0.57657,0.38293,0.84195,0.96839,0.96649,0.98771,0.82428,0.68454,0.35932,0.8283,0.00056195,0.00056195,0.00056195
280,460.362,0.56497,0.37073,0.83894,0.97555,0.96872,0.99017,0.8284,0.67656,0.34566,0.82737,0.000559475,0.000559475,0.000559475
281,461.935,0.56438,0.37637,0.8286,0.97531,0.96654,0.98772,0.83009,0.68003,0.34848,0.82606,0.000557,0.000557,0.000557
282,463.544,0.56674,0.37325,0.84827,0.97051,0.97562,0.98764,0.83258,0.67684,0.33953,0.82924,0.000554525,0.000554525,0.000554525
283,465.152,0.54092,0.37301,0.83198,0.98317,0.96392,0.98656,0.83116,0.67086,0.34617,0.83254,0.00055205,0.00055205,0.00055205
284,466.73,0.57851,0.37731,0.84607,0.98263,0.96479,0.9864,0.8336,0.67308,0.3383,0.83672,0.000549575,0.000549575,0.000549575
285,468.363,0.56297,0.39016,0.84046,0.97904,0.96907,0.98782,0.82958,0.66808,0.3462,0.83537,0.0005471,0.0005471,0.0005471
286,469.971,0.53284,0.37633,0.83646,0.98076,0.9706,0.9883,0.8352,0.66709,0.35789,0.83582,0.000544625,0.000544625,0.000544625
287,471.592,0.55899,0.38695,0.83527,0.97902,0.96907,0.99064,0.82913,0.67775,0.36241,0.83891,0.00054215,0.00054215,0.00054215
288,473.19,0.54382,0.36767,0.82831,0.9703,0.97938,0.99201,0.83262,0.67668,0.36453,0.84114,0.000539675,0.000539675,0.000539675
289,474.779,0.55158,0.38486,0.83775,0.96855,0.98322,0.99176,0.83085,0.65713,0.3624,0.83721,0.0005372,0.0005372,0.0005372
290,476.394,0.55008,0.37348,0.83452,0.96893,0.96812,0.98546,0.82208,0.67527,0.36836,0.8368,0.000534725,0.000534725,0.000534725
291,477.998,0.56379,0.38061,0.82612,0.97493,0.97435,0.98941,0.82546,0.68005,0.35358,0.83682,0.00053225,0.00053225,0.00053225
292,479.634,0.5597,0.3734,0.8406,0.98166,0.9768,0.99212,0.82911,0.67514,0.34019,0.83658,0.000529775,0.000529775,0.000529775
293,481.29,0.52617,0.36752,0.84209,0.98275,0.97601,0.98847,0.82328,0.68028,0.34097,0.83735,0.0005273,0.0005273,0.0005273
294,482.914,0.54737,0.36422,0.83405,0.97519,0.98407,0.98994,0.81992,0.69597,0.33938,0.83645,0.000524825,0.000524825,0.000524825
295,484.476,0.53699,0.35481,0.83675,0.97501,0.9747,0.99217,0.8271,0.68193,0.33975,0.83647,0.00052235,0.00052235,0.00052235
296,486.071,0.54948,0.36803,0.83805,0.9764,0.97413,0.99163,0.841,0.65628,0.33372,0.83244,0.000519875,0.000519875,0.000519875
297,487.632,0.54813,0.3848,0.83841,0.97649,0.97165,0.98958,0.83924,0.65096,0.3281,0.83436,0.0005174,0.0005174,0.0005174
298,489.24,0.54176,0.37506,0.8457,0.97694,0.97165,0.98956,0.8262,0.68559,0.33375,0.83968,0.000514925,0.000514925,0.000514925
299,490.816,0.55875,0.38187,0.83896,0.97322,0.97165,0.9896,0.8285,0.67728,0.33468,0.83553,0.00051245,0.00051245,0.00051245
300,492.412,0.52182,0.35578,0.82975,0.97029,0.97213,0.98958,0.82707,0.68,0.34011,0.83423,0.000509975,0.000509975,0.000509975
301,493.957,0.55098,0.36423,0.84146,0.9691,0.98078,0.99052,0.82915,0.67822,0.3414,0.83152,0.0005075,0.0005075,0.0005075
302,495.564,0.52492,0.36073,0.82945,0.96791,0.98057,0.99067,0.834,0.66256,0.33983,0.83004,0.000505025,0.000505025,0.000505025
303,497.121,0.54069,0.36398,0.83176,0.96816,0.97543,0.99196,0.83453,0.66944,0.34142,0.83158,0.00050255,0.00050255,0.00050255
304,498.714,0.53755,0.35693,0.83447,0.98196,0.96791,0.99079,0.83088,0.67255,0.34883,0.83484,0.000500075,0.000500075,0.000500075
305,500.386,0.52317,0.36948,0.83856,0.98811,0.96902,0.98898,0.83428,0.6661,0.3377,0.83422,0.0004976,0.0004976,0.0004976
306,501.965,0.55462,0.35752,0.83111,0.97944,0.9768,0.99142,0.82745,0.67181,0.34126,0.83406,0.000495125,0.000495125,0.000495125
307,503.569,0.55033,0.37563,0.84306,0.98078,0.97938,0.99171,0.82662,0.68575,0.3369,0.83521,0.00049265,0.00049265,0.00049265
308,505.139,0.53477,0.36112,0.84035,0.98241,0.97737,0.99183,0.83586,0.67683,0.34156,0.83376,0.000490175,0.000490175,0.000490175
309,506.764,0.54935,0.36519,0.8313,0.9817,0.9768,0.99016,0.83316,0.6851,0.34555,0.83535,0.0004877,0.0004877,0.0004877
310,508.373,0.51604,0.34431,0.82769,0.98245,0.97938,0.9923,0.82976,0.67829,0.33999,0.83697,0.000485225,0.000485225,0.000485225
311,510.069,0.50803,0.35341,0.83421,0.96592,0.9887,0.99143,0.83608,0.66637,0.3307,0.83692,0.00048275,0.00048275,0.00048275
312,511.698,0.52879,0.35193,0.82239,0.97031,0.9858,0.99108,0.83707,0.67258,0.32986,0.83737,0.000480275,0.000480275,0.000480275
313,513.292,0.52206,0.35264,0.82743,0.98286,0.97564,0.99081,0.83833,0.68159,0.33415,0.83935,0.0004778,0.0004778,0.0004778
314,514.915,0.54728,0.36244,0.83194,0.98109,0.97305,0.98999,0.8381,0.67243,0.33391,0.83924,0.000475325,0.000475325,0.000475325
315,516.544,0.5355,0.3704,0.82153,0.97265,0.9768,0.99046,0.83535,0.66305,0.33636,0.83808,0.00047285,0.00047285,0.00047285
316,518.197,0.5039,0.35495,0.82933,0.97395,0.97458,0.99075,0.83509,0.68262,0.33708,0.83905,0.000470375,0.000470375,0.000470375
317,519.796,0.52267,0.35145,0.83023,0.97846,0.97118,0.98947,0.83458,0.68102,0.33959,0.83614,0.0004679,0.0004679,0.0004679
318,521.392,0.52157,0.35747,0.83233,0.96727,0.97516,0.98938,0.82916,0.67744,0.33968,0.83714,0.000465425,0.000465425,0.000465425
319,523.053,0.55157,0.36892,0.83855,0.97877,0.97588,0.99159,0.82862,0.68346,0.34764,0.84304,0.00046295,0.00046295,0.00046295
320,524.672,0.52951,0.36328,0.82841,0.98821,0.9766,0.99163,0.83234,0.67219,0.33854,0.84282,0.000460475,0.000460475,0.000460475
321,526.255,0.52286,0.34971,0.81737,0.98883,0.9766,0.99123,0.82896,0.6834,0.34268,0.84682,0.000458,0.000458,0.000458
322,527.854,0.53093,0.36624,0.84386,0.98616,0.97857,0.99135,0.83219,0.68153,0.3383,0.84992,0.000455525,0.000455525,0.000455525
323,529.466,0.50772,0.3451,0.82957,0.97773,0.97823,0.99059,0.83698,0.67178,0.3402,0.84454,0.00045305,0.00045305,0.00045305
324,531.071,0.51936,0.35743,0.83752,0.97351,0.97343,0.99097,0.83542,0.67604,0.34752,0.84406,0.000450575,0.000450575,0.000450575
325,532.683,0.5142,0.35659,0.82473,0.97245,0.97423,0.99107,0.83238,0.68035,0.34928,0.84577,0.0004481,0.0004481,0.0004481
326,534.279,0.52682,0.35755,0.83983,0.97074,0.97165,0.98915,0.82782,0.68316,0.34268,0.8463,0.000445625,0.000445625,0.000445625
327,535.928,0.5389,0.3642,0.83357,0.97779,0.97423,0.98741,0.82868,0.68357,0.34118,0.84436,0.00044315,0.00044315,0.00044315
328,537.517,0.52636,0.35733,0.83728,0.97858,0.96907,0.98634,0.83231,0.67593,0.34017,0.83824,0.000440675,0.000440675,0.000440675
329,539.12,0.48057,0.3419,0.81958,0.98159,0.97165,0.98686,0.83442,0.67431,0.34338,0.83674,0.0004382,0.0004382,0.0004382
330,540.78,0.52906,0.35747,0.84342,0.98072,0.97423,0.98709,0.83592,0.66427,0.33044,0.83483,0.000435725,0.000435725,0.000435725
331,542.413,0.51035,0.34827,0.81422,0.98258,0.97638,0.98707,0.84088,0.65805,0.32849,0.83385,0.00043325,0.00043325,0.00043325
332,544.057,0.52248,0.34755,0.8323,0.96977,0.98296,0.98871,0.83476,0.67224,0.3369,0.83456,0.000430775,0.000430775,0.000430775
333,545.716,0.54301,0.35823,0.82963,0.98052,0.9768,0.99037,0.8299,0.67159,0.33578,0.8348,0.0004283,0.0004283,0.0004283
334,547.377,0.52757,0.35356,0.83274,0.97934,0.9753,0.9917,0.83426,0.67161,0.33951,0.83384,0.000425825,0.000425825,0.000425825
335,548.983,0.52841,0.36158,0.824,0.97875,0.97165,0.98982,0.83252,0.67764,0.34478,0.83596,0.00042335,0.00042335,0.00042335
336,550.613,0.50949,0.35387,0.8362,0.97408,0.97165,0.98989,0.83276,0.68546,0.34676,0.84093,0.000420875,0.000420875,0.000420875
337,552.232,0.50747,0.34659,0.83179,0.9796,0.96805,0.98993,0.83198,0.69439,0.34809,0.84213,0.0004184,0.0004184,0.0004184
338,553.821,0.53692,0.34816,0.83652,0.96841,0.98215,0.99036,0.82517,0.68777,0.34952,0.83825,0.000415925,0.000415925,0.000415925
339,555.416,0.49454,0.3415,0.83251,0.9764,0.97508,0.99012,0.83181,0.67188,0.34668,0.84103,0.00041345,0.00041345,0.00041345
340,556.987,0.52824,0.36138,0.82732,0.96427,0.98233,0.99083,0.82912,0.67871,0.34697,0.84178,0.000410975,0.000410975,0.000410975
341,558.537,0.51644,0.35385,0.83063,0.9748,0.97057,0.99109,0.82722,0.69506,0.34886,0.84466,0.0004085,0.0004085,0.0004085
342,560.203,0.49379,0.33248,0.82672,0.97369,0.97678,0.99192,0.83176,0.68134,0.34349,0.84292,0.000406025,0.000406025,0.000406025
343,561.814,0.51401,0.34283,0.82987,0.97455,0.9768,0.99207,0.8397,0.66889,0.33326,0.8381,0.00040355,0.00040355,0.00040355
344,563.428,0.52074,0.35134,0.83096,0.97956,0.97431,0.992,0.83919,0.67363,0.33559,0.83502,0.000401075,0.000401075,0.000401075
345,565.053,0.51654,0.3505,0.83671,0.98162,0.97867,0.99216,0.83697,0.67853,0.33626,0.83565,0.0003986,0.0003986,0.0003986
346,566.845,0.52161,0.35424,0.83039,0.98643,0.97938,0.99134,0.84228,0.67381,0.33394,0.83396,0.000396125,0.000396125,0.000396125
347,568.523,0.52853,0.3651,0.8397,0.98482,0.97696,0.98928,0.8357,0.66537,0.32574,0.83521,0.00039365,0.00039365,0.00039365
348,570.181,0.52152,0.34993,0.82826,0.98508,0.97801,0.98935,0.83435,0.67248,0.33206,0.83781,0.000391175,0.000391175,0.000391175
349,571.838,0.51052,0.33998,0.83544,0.98424,0.9768,0.98891,0.82899,0.67291,0.33122,0.83755,0.0003887,0.0003887,0.0003887
350,573.501,0.50454,0.34169,0.8223,0.97314,0.98042,0.99024,0.83007,0.67385,0.33952,0.83864,0.000386225,0.000386225,0.000386225
351,575.139,0.51306,0.35142,0.83294,0.97058,0.98196,0.99023,0.83439,0.67257,0.34267,0.83872,0.00038375,0.00038375,0.00038375
352,576.86,0.53448,0.35736,0.83848,0.96603,0.97695,0.99065,0.83017,0.67773,0.33926,0.83662,0.000381275,0.000381275,0.000381275
353,578.539,0.51067,0.35008,0.83186,0.96576,0.97734,0.98905,0.82742,0.68445,0.34123,0.83671,0.0003788,0.0003788,0.0003788
354,580.167,0.5228,0.35891,0.83062,0.96751,0.98196,0.98948,0.83127,0.68476,0.34751,0.83462,0.000376325,0.000376325,0.000376325
355,581.84,0.51112,0.33908,0.82863,0.96775,0.97904,0.9872,0.83305,0.67454,0.34172,0.83386,0.00037385,0.00037385,0.00037385
356,583.481,0.49913,0.33656,0.82307,0.96899,0.97573,0.98294,0.8266,0.67726,0.34362,0.83211,0.000371375,0.000371375,0.000371375
357,585.132,0.5041,0.32962,0.82278,0.97252,0.98074,0.98126,0.82651,0.663,0.33974,0.83095,0.0003689,0.0003689,0.0003689
358,586.834,0.50092,0.34477,0.82996,0.96297,0.9919,0.98209,0.8294,0.65368,0.34167,0.82662,0.000366425,0.000366425,0.000366425
359,588.476,0.53163,0.3488,0.83372,0.96155,0.98777,0.9799,0.8268,0.66062,0.33658,0.8267,0.00036395,0.00036395,0.00036395
360,590.205,0.49249,0.33045,0.82676,0.9595,0.99102,0.98493,0.83052,0.66838,0.3381,0.82876,0.000361475,0.000361475,0.000361475
361,591.876,0.4922,0.34663,0.82849,0.96606,0.97918,0.98752,0.83103,0.67735,0.34515,0.83118,0.000359,0.000359,0.000359
362,593.554,0.48671,0.33401,0.831,0.95381,0.98454,0.98665,0.83412,0.66539,0.34476,0.83163,0.000356525,0.000356525,0.000356525
363,595.25,0.51246,0.3481,0.83134,0.95594,0.98857,0.99092,0.84242,0.65435,0.34201,0.83088,0.00035405,0.00035405,0.00035405
364,596.908,0.50412,0.34254,0.82337,0.95651,0.98847,0.99081,0.84319,0.65649,0.34116,0.83076,0.000351575,0.000351575,0.000351575
365,598.479,0.51049,0.34134,0.8437,0.95777,0.98969,0.99174,0.84108,0.66298,0.3435,0.83205,0.0003491,0.0003491,0.0003491
366,600.112,0.53014,0.36852,0.84153,0.96043,0.98969,0.99184,0.8358,0.66045,0.33511,0.8328,0.000346625,0.000346625,0.000346625
367,601.714,0.5168,0.34382,0.83327,0.96728,0.9858,0.99201,0.84087,0.6543,0.32531,0.83127,0.00034415,0.00034415,0.00034415
